"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DDX41|51428",3393.51750861719,0.202502692713961,0.0623391089921256,3.24840531069414,0.00116053828331191,0.00285563993133866
"CTPS2|56474",1746.59840762367,0.184701883661534,0.0568664083907626,3.24799629321301,0.00116220784709618,0.00285914685565721
"ENAM|10117",5.12335574198367,-1.34874469263182,0.415265511780302,-3.24790923968033,0.00116256347628746,0.00285934939502876
"SRRT|51593",5194.11209289778,0.210484243693769,0.064806223567548,3.24790169997145,0.00116259428207338,0.00285934939502876
"TMEM191A|84222",66.9980821901823,0.454634198949212,0.139983064140985,3.24778002066966,0.001163091544404,0.00286019831208541
"PNPLA7|375775",3329.84553447175,0.565544294207266,0.174166796654338,3.24714184948626,0.00116570275542595,0.00286624481116436
"SUGT1L1|283507",130.352170854627,-0.302146721398396,0.0930615966241883,-3.24673906701342,0.00116735361183452,0.00286992870578482
"C6orf168|84553",645.468412519143,-0.290734611727607,0.089551148844935,-3.24657601245336,0.00116802252631215,0.00287119785716339
"SDR16C5|195814",23.6679301345024,-1.10624111237969,0.340925401823108,-3.24481868016886,0.00117525431521235,0.00288859722880254
"LOC338799|338799",798.008104333417,0.593913042210011,0.183057689209766,3.24440368920776,0.00117696811771118,0.00289243144975937
"C8orf75|619351",1.10522632258851,-1.55456570683529,0.479159537026157,-3.24435931398445,0.00117715151220626,0.00289250414047285
"KIF23|9493",140.575455857777,0.667831918998996,0.205846876852426,3.24431407078268,0.00117733852107873,0.00289258569230278
"LPAR6|10161",2477.18714123111,-0.412454415286092,0.127134409989149,-3.24423903270009,0.00117764874504516,0.00289296990863152
"PIAS2|9063",915.118165549536,0.230083679922669,0.0709238392367948,3.24409510819746,0.00117824397202936,0.00289405406139134
"DENND4B|9909",1637.18515806992,0.229894555105961,0.0708730754057755,3.24375023645759,0.00117967138561028,0.0028971817169128
"PLA2G4F|255189",1798.67464085108,0.514986406436507,0.158796433307271,3.24306028612122,0.0011825318660894,0.0029038275975204
"GATC|283459",96.1508353658152,0.362524886942267,0.111791428294486,3.24286837079573,0.00118332867061406,0.00290540483756331
"ZNF606|80095",876.789169247563,0.238794135040088,0.0736384495559976,3.24279145582091,0.00118364814963007,0.00290580985036468
"C10orf46|143384",3275.39572647544,0.174570186623615,0.0538632090380887,3.24099120236542,0.00119114859933421,0.00292384145809684
"LCP1|3936",25118.4717984314,0.500346144190245,0.154412697922899,3.24031735032619,0.00119396736566586,0.00293037800983379
"POTED|317754",0.875635731622936,2.27477693257581,0.702154254398781,3.23971110097963,0.00119650861053261,0.00293623181796499
"EFCAB2|84288",273.820895702882,-0.323344493539712,0.0998162102232804,-3.23939861888583,0.00119782040760541,0.00293906742758609
"PTK7|5754",6901.69917749902,0.366597765762115,0.113209811612673,3.23821549157209,0.00120279921362869,0.00295089878829583
"COMMD5|28991",1371.28388160387,0.241234125070442,0.0745099013492119,3.23761165566211,0.00120534762232864,0.00295676520191626
"SYT4|6860",177.473963897723,-1.38474843322209,0.427723142028489,-3.23748775120018,0.00120587116089177,0.00295766364687227
"PNPLA4|8228",1334.13412271097,0.181930608674516,0.0562094614696666,3.23665454031604,0.00120939722015929,0.00296592523801454
"TMEM97|27346",1931.48248726256,0.455767003715391,0.140847386621258,3.23589251209154,0.00121263037794857,0.00297346645681612
"AGBL2|79841",30.9790541580169,-0.537297576134417,0.166056378402208,-3.23563347162142,0.00121373126020416,0.00297577788111333
"CMTM6|54918",7985.72966400705,0.222443666938253,0.0687564398523357,3.23524119945684,0.0012154001143125,0.002979481051968
"PLA2R1|22925",544.225097802641,0.489460857115498,0.151374317133854,3.23344716846972,0.00122305955589833,0.00299786691197446
"PICK1|9463",2813.49947734639,0.335407157181376,0.103734848128355,3.23331226904929,0.00122363729431363,0.00299889213079211
"ZNF138|7697",433.05262444755,0.280041909881828,0.0866304942226099,3.2326020115067,0.00122668329826257,0.00300596552304243
"CLDND2|125875",18.2472591825344,-0.606381927955168,0.187587051402029,-3.23253616613225,0.00122696603653943,0.00300626662112364
"CD19|930",16.9736821701696,-1.21057052370804,0.374618135991806,-3.23147869096897,0.00123151505962187,0.00301701937157233
"RPS6KA2|6196",4515.82642700048,0.290979421656014,0.0900479418526969,3.23138336833958,0.00123192588075353,0.00301763269344406
"SNX6|58533",2805.07931712274,-0.194375023951208,0.0601548362885792,-3.23124516570436,0.0012325217307592,0.00301869902929497
"ZNF561|93134",2752.9837811503,-0.174197056068953,0.0539123938465116,-3.23111336077732,0.00123309024548834,0.00301969814642638
"TTC22|55001",237.411467297537,-0.595508462655363,0.184309623184966,-3.23102208319169,0.00123348409538848,0.00302026932471099
"POLR3C|10623",926.051089241432,-0.117683408774391,0.0364245150859444,-3.2308847076403,0.00123407707050644,0.00302132786237126
"GALNT13|114805",144.847855920917,-0.930863495527205,0.28814753606394,-3.23050999582605,0.00123569583507859,0.00302489718545338
"RPL32|6161",49449.2823448811,0.365328115530757,0.113141313774821,3.22895415778757,0.0012424380909338,0.00304100589613565
"SAMD9L|219285",546.501972729745,-0.491680301990885,0.152337047076831,-3.22758194034644,0.00124841279978477,0.00305523200155553
"MTA2|9219",5343.80963997116,0.182263756597912,0.0564860666557011,3.22670292673877,0.00125225400119794,0.00306423376610634
"PLA2G5|5322",526.45003393311,-0.502784684686268,0.155833725252406,-3.22641766967901,0.00125350288942614,0.00306689068900058
"AP3M1|26985",4252.17483903173,0.205391604917023,0.0636611187573532,3.22632729248572,0.00125389881101556,0.00306746027593958
"RGL3|57139",402.163522573907,-0.837466615611681,0.259578486479564,-3.22625586954261,0.00125421178009415,0.00306782681122144
"DHX37|57647",1019.23305242279,0.199820043688323,0.0619496667063561,3.22552249773155,0.00125742952625534,0.0030752974692719
"ZC3H14|79882",4057.69635612168,0.1405492141888,0.0435791492228635,3.22514818887427,0.00125907478216792,0.00307892084247954
"CDK13|8621",2316.02466064625,0.203499773190016,0.0631342999996609,3.22328390733894,0.00126729878018536,0.00309862872986421
"IDUA|3425",769.618659311724,0.474988068171138,0.147363613642381,3.22323846729105,0.00126749984984525,0.00309871745662246
"MKNK2|2872",12131.3178686128,0.242250350342942,0.0751592186872892,3.22316216924579,0.00126783753065571,0.00309914009670879
"H1F0|3005",21902.3524072665,0.352656003318983,0.109433369304065,3.22256369845576,0.00127048913205941,0.00310521810870511
"SMO|6608",2961.92187141983,0.259744519208009,0.0806124764163755,3.22213794631975,0.00127237859691453,0.0031094320357346
"LOC730101|730101",508.635152631803,0.581331309694308,0.18043222101711,3.22188191453444,0.0012735161007859,0.00311180746820151
"ZNF512|84450",2356.13293619082,-0.272124159726458,0.084470134802963,-3.22154286081372,0.00127502390118706,0.00311508697698098
"SOCS5|9655",1677.08744399922,-0.224522550043628,0.0696972109351255,-3.22139935057968,0.00127566259951456,0.003116242554413
"XIAP|331",4561.54267171208,0.204944365061165,0.0636322180700416,3.22076412353845,0.00127849325274022,0.0031227517363008
"SGTB|54557",672.556265793609,-0.347243123369907,0.107817956439716,-3.22064278378398,0.0012790346173802,0.00312326269053821
"SNX25|83891",2011.83460170284,0.345053378269264,0.107136948228482,3.22067581702436,0.00127888721662535,0.00312326269053821
"LCNL1|401562",10.885187662719,-0.897928910069677,0.278808629292082,-3.22059224762731,0.00127926014990663,0.00312340783160143
"DTX4|23220",909.841556504431,-0.459573245312536,0.142700525186629,-3.22054347530599,0.00127947784560703,0.00312353380327668
"BTN3A1|11119",1614.99881380173,-0.30523465324759,0.0947837207800895,-3.22032782354866,0.00128044081914292,0.00312547892055849
"ACSL1|2180",14409.8195512411,0.420764918563372,0.130674759342355,3.21994025993199,0.00128217313141575,0.00312904890579704
"NCAPD3|23310",24296.7994114075,0.890985848343232,0.276713221088694,3.21988896966238,0.00128240254809773,0.00312904890579704
"PTPN5|84867",31.2064868036281,-0.86342400484077,0.268151403159131,-3.21991231322546,0.00128229812977853,0.00312904890579704
"HIST1H4D|8360",6.07849050093576,1.03707459492496,0.322148370844605,3.21924519501982,0.00128528531753191,0.00313567597252043
"LAMP3|27074",434.988957113232,-0.562837516866236,0.174848727119358,-3.21899693603159,0.00128639859792132,0.00313798490516415
"RERGL|79785",80.0820454867996,-0.744303692713001,0.231246710454799,-3.21865634866399,0.00128792735936667,0.00314130661386385
"HRCT1|646962",110.650999765814,-0.619709850540147,0.192546876160892,-3.21848820867038,0.00128868269115585,0.00314274127962466
"EPHA7|2045",1543.23358557191,-0.768779748936692,0.238882453712863,-3.21823447887372,0.00128982329032467,0.00314483676614016
"TMEM209|84928",1380.02831464551,0.231483143325018,0.0719288773123866,3.21822266625528,0.00128987641463648,0.00314483676614016
"SLC29A3|55315",593.020958516104,0.274253069737226,0.0852435139890907,3.21728958489821,0.00129407910188312,0.00315467429490692
"EPN3|55040",3402.17940356686,0.340779681671265,0.105926491455204,3.21713366495651,0.00129478261132467,0.0031559801692755
"LUM|4060",9753.25458259016,-0.711680534816367,0.221259780591168,-3.21649299712256,0.00129767700579936,0.00316262520659111
"LOXHD1|125336",2.68964148545996,-1.7315013868958,0.538347861646841,-3.21632444419677,0.0012984394819334,0.00316403302710928
"LOC100134259|100134259",14.9266690033918,-0.417325302537329,0.129753592713583,-3.2162909235086,0.00129859116741449,0.00316403302710928
"TAAR1|134864",3.62961884769084,-1.29285551042006,0.402032926306032,-3.21579508996714,0.00130083678976932,0.00316909390226869
"LOC387647|387647",1012.15183510041,-0.217329430974258,0.0675996784933941,-3.21494770120091,0.00130468289844029,0.00317805206025514
"PHB2|11331",10270.1208386229,0.250142827378825,0.07782107598694,3.21433267538995,0.0013074809330912,0.00318445524501749
"DRP2|1821",190.167573432122,-0.669848708142093,0.20846304485697,-3.21327316600257,0.00131231411830567,0.00319581287163145
"SNRNP70|6625",7421.79474763356,0.296042678031725,0.0921502952872693,3.21260693857618,0.00131536169888543,0.00320281972647163
"HCFC1R1|54985",2246.94942405525,-0.435348155380616,0.135521443617065,-3.21239313691754,0.00131634109331759,0.00320478952095253
"MED20|9477",1200.52135750431,-0.170901481265499,0.0532032342857899,-3.21223857082585,0.00131704955724645,0.00320609927819024
"PLCXD1|55344",746.800973912818,0.3057265796134,0.0951933062904498,3.21163946843679,0.00131979890903492,0.00321196046129179
"MYLK2|85366",8.42431943064569,-1.50858167245964,0.469721804466012,-3.2116492317716,0.00131975406151748,0.00321196046129179
"BTBD11|121551",1098.7224749778,0.512620361620031,0.159620731821052,3.21148985956736,0.00132048630774704,0.00321318350641084
"CTAGE4|100128553",125.915576913035,0.557119674410178,0.173478858929641,3.21145572346734,0.00132064319707787,0.00321318350641084
"SFRS14|10147",3565.7275583894,0.222906972205148,0.0694125314924518,3.21133615807382,0.00132119285462101,0.00321410499756119
"TTC26|79989",246.34546562652,0.313064937806592,0.0974992579346544,3.21094687732303,0.00132298389127852,0.00321804579944284
"BACE1|23621",2572.63133198174,-0.240425778406904,0.0748795636485284,-3.21083305900955,0.00132350797957415,0.00321890423640609
"ETFA|2108",3413.5992794014,0.265338530012836,0.0826645271042974,3.20982335842869,0.00132816564597382,0.00322981442810523
"RPL18A|6142",6379.70320958837,0.31615902516195,0.0984985037844045,3.20978505271476,0.00132834264451344,0.0032298271825802
"FAM83F|113828",813.995860523061,-0.531296426610186,0.165530426877923,-3.20966022157372,0.00132891960061379,0.00323081229341207
"LOC728875|728875",128.093207550264,0.561023387509313,0.174807600027605,3.20937640823807,0.00133023221586876,0.00323358542133041
"OR2B6|26212",2.2783272647341,1.62057564752069,0.504990331184398,3.20912213055606,0.00133140924684038,0.0032360282909181
"ABCA17P|650655",9.80090994382619,-0.537572688244755,0.16752043027256,-3.20899777639128,0.00133198522209668,0.00323700983478005
"UPP2|151531",2.52882910668026,-0.90359225041925,0.281658584883075,-3.20811187343839,0.00133609514524522,0.00324657826674458
"KLRG2|346689",19.511649041168,0.717626023279056,0.223721406502314,3.20767705915363,0.00133811663405693,0.00325107019424297
"ZC3H10|84872",468.465771797965,-0.170097270020557,0.0530352230596423,-3.20725095903281,0.00134010034712781,0.00325546919361044
"FAM81A|145773",306.69239439961,0.61479120911586,0.191693284493814,3.20716091197081,0.00134051990917308,0.00325606779798499
"CCNK|8812",2201.11335963441,0.154797462143152,0.0482714284484365,3.20681337011824,0.00134214036993455,0.00325958280467768
"ZNF195|7748",879.923372850844,0.254214381718837,0.0792799488688777,3.20654068709462,0.00134341305631696,0.00326225239205067
"TMEM149|79713",260.519143762245,0.368430732135519,0.114904225764356,3.20641586229468,0.00134399601926071,0.00326324662907652
"AEN|64782",1479.00333647029,0.313554113208046,0.0978002649064253,3.20606609305253,0.00134563077225659,0.00326679404496324
"FAM178A|55719",1668.56631527576,-0.202365040119835,0.0631208509264514,-3.20599353699512,0.00134597011471858,0.00326719607684043
"NSUN5P1|155400",320.318843061807,0.601669005768098,0.187677801757565,3.20586132261562,0.00134658868033932,0.00326827570131402
"TDP2|51567",4505.59759438091,-0.347866903969332,0.108511958230407,-3.20579325672748,0.00134690722917765,0.00326862697698874
"FGFR1OP|11116",388.494588543309,0.215451869817597,0.0672194076002662,3.2052033409581,0.00134967095270012,0.00327491126006784
"C3orf37|56941",2134.29704530918,-0.169247807728985,0.0528052860665846,-3.20513002269457,0.0013500148100664,0.00327532299100745
"ZNF519|162655",103.167079143464,-0.341712750906405,0.106642210748373,-3.20429170127288,0.00135395222598294,0.00328445196202389
"HGS|9146",5073.86998536469,0.208147253102003,0.0649683872943819,3.20382360976354,0.00135615535760238,0.00328937204949216
"C5orf36|285600",130.45287859078,-0.300157878029968,0.0937079784270588,-3.20311976704959,0.00135947430712115,0.00329699694936977
"RNF32|140545",129.380475963753,0.35200824668062,0.10991688116185,3.20249485756692,0.00136242732680843,0.00330373254424663
"GRM6|2916",15.7640845828155,-0.611737068470494,0.191031714372599,-3.2022801579288,0.0013634432581906,0.00330547814436425
"PRKAR2B|5577",1536.21561249787,-0.465762156600495,0.145447568190432,-3.20226843525277,0.00136349874851548,0.00330547814436425
"ZMAT3|64393",323.736133669004,-0.481658154805707,0.150423435813868,-3.20201537878515,0.00136469712166916,0.00330795686684564
"TMPRSS2|7113",76192.738165166,0.624153937629425,0.194950633844574,3.20159994004963,0.00136666657838456,0.00331230377710034
"MRPS2|51116",2930.73366329095,0.301955008686639,0.094318048280168,3.20145522720841,0.00136735322918968,0.00331354091171545
"C10orf57|80195",5583.27129483406,0.358363839919251,0.111951035284481,3.20107660468352,0.00136915126832623,0.00331747063534013
"TIPARP|25976",4271.29017624186,-0.53101584001174,0.165939373213688,-3.20005933328388,0.00137399299112379,0.00332877327983546
"DCDC2B|149069",2.07974378610445,1.46268151739611,0.457186298356704,3.19931179620545,0.00137756096863976,0.00333698750679771
"TRIM72|493829",3.35205834330839,-1.99156366987283,0.62259968592594,-3.19878682063732,0.00138007177067771,0.00334263905816518
"RNF135|84282",1284.86892782843,0.202131179543831,0.06319497246479,3.19853259935276,0.00138128915162773,0.00334515679283445
"C15orf2|23742",2.28238127889024,-1.5202990279065,0.475348409377961,-3.19828361242643,0.00138248242689954,0.00334761550834997
"SSBP1|6742",2310.62824881959,0.299005817603665,0.0934905766677839,3.19824551586813,0.00138266508932151,0.00334762675482052
"OLAH|55301",1.994430271386,-1.15583660764386,0.361405596112886,-3.19817020011731,0.00138302627293881,0.00334807016768981
"FRYL|285527",3059.13394505879,0.269739712718258,0.0843550622825736,3.19767071968581,0.00138542378013782,0.00335344242315506
"ZNF410|57862",2391.09274095489,-0.170103454028339,0.0532025384264788,-3.19728078883693,0.00138729811249358,0.00335754710494746
"SAMD9|54809",469.679504661738,-0.465616017267476,0.14563615253481,-3.19711836081486,0.00138807956653374,0.00335889758219714
"RPAP2|79871",689.460890467864,0.195525056699826,0.0611571842863969,3.19709056231544,0.00138821334798384,0.00335889758219714
"AFG3L2|10939",3665.98310837717,0.182967307639724,0.0572436925580734,3.19628765132691,0.00139208252617697,0.00336782605232958
"ATP6V1E1|529",6372.68118968256,-0.194612161825988,0.0608915395616142,-3.196046006179,0.00139324894449891,0.00337021435571161
"PCSK1|5122",17.509795175866,-0.664430832395577,0.207900594076987,-3.1959063673937,0.00139392339010155,0.00337129936532055
"LARP6|55323",1305.66274504321,-0.245379878920429,0.0767800926797934,-3.19587891022443,0.00139405604173,0.00337129936532055
"NCOA6|23054",4059.66878050967,0.202507590030903,0.0633660273745693,3.19583850244927,0.0013942512817576,0.00337133796495458
"LRRFIP1|9208",9532.44111470516,0.231240461842188,0.0723791767709291,3.19484791287464,0.0013990454499165,0.00338249545971713
"SPIRE2|84501",410.012837417234,-0.488307431732448,0.152844636248248,-3.19479599493008,0.00139929713653891,0.00338266906448313
"RNF213|57674",6501.43639139542,0.336459351802345,0.105356162739509,3.19354220060418,0.00140538794503494,0.00339695633758125
"OR4N2|390429",0.921940782708524,1.82415223353347,0.571243171327826,3.19330247623497,0.00140655528234904,0.00339934096961493
"ZNF462|58499",1909.99917214583,0.387256115775791,0.121274688944766,3.1932146694861,0.00140698308078336,0.0033999379123787
"H2AFY|9555",7670.81555349834,0.235732651840753,0.0738253277155304,3.19311351720776,0.00140747604794104,0.00340069216003228
"DNAH10|196385",39.2460018913881,0.569982686554828,0.178581164212785,3.19172903294368,0.00141423937920663,0.00341659449203247
"ASRGL1|80150",2529.14053817383,0.534505498062404,0.167487011875429,3.19132505904369,0.00141621846801115,0.00342093619665379
"EIF4EBP1|1978",1626.9469846895,0.585228092210626,0.183453034688318,3.19007038071031,0.00142238149339281,0.00343538196548315
"ZNF425|155054",304.462539760779,-0.243811255737556,0.0764424947931601,-3.18947277162089,0.00142532565553083,0.00344205071943718
"ADRA2C|152",479.549557761618,-0.692340351921097,0.217113195560979,-3.18884510972363,0.00142842392297039,0.00344908986536443
"CFC1B|653275",353.093170200548,-1.18588254856534,0.371958106972255,-3.18821535634333,0.00143153875291475,0.00345616719072562
"MRPS15|64960",2707.20592380442,0.328041149827094,0.102921234734675,3.18730289888928,0.00143606297793392,0.00346664496791364
"RNF24|11237",770.617560459854,0.347107364570298,0.108905026839018,3.18724832677731,0.00143633397933582,0.00346685412417021
"FAM82A2|55177",2222.91182289236,-0.164872307545563,0.051734388108538,-3.18689973098093,0.00143806619502695,0.00347058968140167
"IFFO2|126917",1861.0252112987,-0.394023357321185,0.123645788861782,-3.18671069147083,0.00143900636083779,0.00347241301367312
"C17orf106|100134934",1216.19564480986,0.320110289393061,0.100485501169761,3.1856365910169,0.00144435903700716,0.00348488217743388
"SYTL5|94122",127.53209841101,-0.84405389663206,0.264961119702922,-3.18557642562209,0.00144465940755286,0.00348515973816954
"MGC3771|81854",43.5431699594062,0.312589868065081,0.0981326204202887,3.18538185086978,0.00144563119945639,0.00348705678627211
"HCFC1|3054",6038.66254824037,0.266478652601636,0.0836649666795346,3.18506853199787,0.00144719731809975,0.00349038675989045
"DYRK3|8444",237.107683579996,-0.423426584778468,0.132945470261677,-3.18496436129066,0.00144771835976842,0.00349119565984164
"C5|727",524.593383394326,0.467217929991533,0.146710035777653,3.18463510362458,0.00144936637989565,0.00349472173021383
"GDI1|2664",8177.84438458303,0.210104790148297,0.0659940613958557,3.18369237631875,0.00145409454257822,0.0035056728042543
"C9orf114|51490",1825.04957548838,0.233100740602632,0.0732186578651421,3.18362487648939,0.00145443362658123,0.00350604080859633
"RABGEF1|27342",2652.4478203023,-0.139849717140438,0.0439370680407418,-3.18295515328329,0.00145780191814148,0.00351370995522308
"TRMT6|51605",921.207708859103,-0.39368866501257,0.123709633527841,-3.18236061158463,0.00146079811580084,0.00352048040082466
"USP53|54532",1962.58791366736,-0.297814820823723,0.0935844292178183,-3.18231166565708,0.0014610450318624,0.00352062427270276
"SUPT5H|6829",8733.96844888476,0.178138695360153,0.0559795480299534,3.18221031839761,0.00146155641764003,0.00352118394253354
"VGLL2|245806",2.81318469537676,-3.27608564619942,1.02950615227399,-3.18219142155017,0.00146165178704689,0.00352118394253354
"EFNA4|1945",765.059006278903,0.314571566558814,0.0988739003508256,3.18154301026506,0.0014649276931765,0.00352862370567236
"NDNL2|56160",1323.20940584978,-0.234584612966932,0.0737351637524767,-3.18144832165036,0.00146540664516594,0.00352932530255449
"GPS1|2873",6843.87844004168,0.249357223374636,0.0783833913276415,3.18125076181415,0.00146640640291077,0.00353128088189744
"NEK4|6787",1331.15293277038,0.233906172369709,0.0735291389747051,3.18113574606355,0.00146698873317588,0.00353223087418341
"DGKH|160851",73.8928710857034,-0.636631812622302,0.200190622999726,-3.18012803538343,0.00147209994132506,0.0035440839068772
"AGBL4|84871",9.19791421924515,-0.678723545840857,0.213440396409559,-3.17992075192033,0.00147315333638143,0.0035461659614251
"KIAA0146|23514",2586.86343840223,0.239241373544913,0.0752419289689807,3.17962839102043,0.00147464026775397,0.00354929095547336
"HERC3|8916",3725.03140781861,0.317264114592615,0.099791372202009,3.17927399525455,0.00147644455930387,0.00355317890167766
"SLC47A2|146802",6.41893477830996,-0.663007015850815,0.208569282204572,-3.17883347366806,0.00147869016851155,0.00355812778232369
"RPP38|10557",665.205503358929,0.179372359752114,0.0564327873313238,3.17851320543493,0.00148032474780719,0.00356136868059645
"DNAJC5B|85479",7.64931931685609,0.954125696555005,0.300181558749516,3.17849537636376,0.00148041579240747,0.00356136868059645
"ZYG11B|79699",2990.76760654955,-0.254943457275898,0.0802105526770335,-3.1784278847002,0.00148076048702108,0.0035617422561309
"CHST8|64377",107.661759211544,0.724078544764428,0.227825427815126,3.17821654811945,0.00148184030732347,0.00356388374206648
"FAM193A|8603",2025.21610937542,0.198321005514674,0.0624289427374601,3.17674778425605,0.00148936499589198,0.00358152285776836
"KCNMB3|27094",123.507658515659,0.318803345481207,0.100361074522705,3.17656369262052,0.00149031060261054,0.00358333856055379
"CDH19|28513",65.1595094545255,-0.844332809249136,0.265810380626164,-3.17644783947173,0.00149090597848089,0.00358431180328983
"RPIA|22934",896.899314167438,0.213378463490804,0.067180652813612,3.17618919367764,0.00149223596465748,0.00358705066028172
"ZCCHC4|29063",460.796151195062,-0.150582308648695,0.0474112895185759,-3.17608548887278,0.00149276953353823,0.00358787462655757
"RNASE4|6038",6597.97198356393,-0.457971289347254,0.144222262552998,-3.17545489330374,0.0014960177802098,0.00359522228202496
"PLEKHA6|22874",3830.5498919026,-0.355027541099579,0.111813735917642,-3.1751692954887,0.00149749105815038,0.00359830300901072
"C3orf39|84892",1713.22374638533,-0.203521832943955,0.0641144471734038,-3.17435214552361,0.00150171377497223,0.00360798869788588
"DIRC2|84925",1288.56859696728,0.243199080613526,0.0766229042091669,3.17397367175793,0.00150367329659886,0.00361223509741206
"STARD3|10948",2073.9550015835,-0.261645571949947,0.0824815389034217,-3.17217131770916,0.00151303721879437,0.0036342655383099
"PHOSPHO2|493911",386.1577875105,0.353948152855334,0.111589677197055,3.17187182314635,0.00151459840281783,0.00363755082566912
"ACOT9|23597",1252.4263484583,-0.205558661436905,0.0648112751424005,-3.17164970115555,0.00151575722280958,0.00363986905566776
"TYW1|55253",1655.76069029907,0.180271423700309,0.0568454851741859,3.1712531461016,0.00151782809842766,0.00364437658209043
"SPDYE3|441272",158.229299219234,0.210086088899137,0.0662629318408553,3.17049190343258,0.00152181073784865,0.00365347260631224
"CKMT1B|1159",1045.62046023173,0.64784903919948,0.204347153389105,3.17033552195311,0.00152263007919731,0.00365497302007983
"TRMU|55687",810.237090320346,0.318610088675642,0.100498601316474,3.17029376033132,0.00152284895276437,0.00365503185152956
"CDK16|5127",4061.69141252228,0.212509743377119,0.0670427241453964,3.16976593785548,0.00152561778079631,0.00366121010309783
"CCDC61|729440",398.064452369605,-0.249366247096003,0.0786726821070212,-3.16966754427899,0.00152613444199763,0.00366198266961406
"SOX11|6664",3.72611827724007,1.56961968194654,0.4952969468599,3.169047763968,0.0015293925931404,0.00366886435948528
"CCDC58|131076",392.161644639272,0.298635444080774,0.0942342411128298,3.16907570490442,0.00152924557137247,0.00366886435948528
"MARCH3|115123",125.995646602374,0.495061590282204,0.156222143153329,3.16895915194499,0.0015298589448165,0.0036695149817952
"GPR19|2842",8.03979180754506,0.791702855409262,0.249844729963078,3.16877948766925,0.00153080489275108,0.00367131564955798
"C10orf11|83938",232.203832015921,0.498859557895051,0.157442951496988,3.16850994694796,0.00153222505834575,0.0036742530250181
"C5orf13|9315",2443.72926370528,-0.414818066129342,0.130920935309735,-3.16846243992955,0.00153247549074087,0.00367438500616881
"GYLTL1B|120071",2174.60316458303,0.386221322665502,0.121899797271559,3.16835082018314,0.00153306404058369,0.00367532754757475
"HP1BP3|50809",10002.1727778966,-0.125744539802923,0.0396957070734115,-3.16771129861414,0.00153644013233219,0.00368295177673765
"SLC1A1|6505",1254.26853825028,0.61085237474285,0.19291363882101,3.16645509605266,0.00154309168200349,0.00369842455774607
"TRIM49|57093",1.58131737998101,3.19198291828634,1.00828305670547,3.16576074253994,0.00154677963059226,0.00370679125185261
"PACS1|55690",8224.09605340035,0.243539931375654,0.0769488254986973,3.16495969623054,0.00155104434402889,0.00371653782995199
"MED16|10025",3960.14977795244,0.210695962185544,0.0665727675552288,3.16489714823333,0.00155137780045028,0.00371686323575837
"STAU2|27067",2119.82809179044,0.237100865187211,0.0749185726232385,3.16478086654932,0.0015519978978227,0.00371787521892431
"USE1|55850",1007.73029611096,0.28150898863787,0.0889830163255121,3.1636260520555,0.00155816859842232,0.00373218195049442
"ZFAND2A|90637",842.239143591804,-0.545313609379959,0.172373312197501,-3.16356170469796,0.00155851309931567,0.00373253169035037
"B3GALTL|145173",552.805077218851,-0.209438084512006,0.0662227143538972,-3.16263213544463,0.00156349762982886,0.00374399247789784
"FBLN2|2199",3220.18622076283,-0.656202965061463,0.207505761316102,-3.16233612454664,0.00156508797648495,0.00374732358006106
"TMEM27|57393",85.5299204834086,0.305926395060224,0.0967535503621735,3.16191389272086,0.00156735903480353,0.00375228346906179
"TXNDC17|84817",2087.93958591073,0.347560816650064,0.109965169931881,3.16064456468682,0.00157420465460419,0.00376819227721891
"LANCL3|347404",18.4658351246292,-0.69876504910579,0.221093311045056,-3.16049836968333,0.00157499486505673,0.00376960397574032
"C15orf43|145645",5.02479407436847,-2.1146871716825,0.669269497417949,-3.15969453238343,0.00157934627964425,0.00377953764172947
"NUDT6|11162",178.774763852693,0.241438389926777,0.0764221595364773,3.15927201470322,0.00158163793112631,0.00378408552204789
"MAN2B2|23324",5743.16453887838,0.259717660574584,0.0822081255571434,3.15926994824925,0.00158164914667889,0.00378408552204789
"PLEKHF1|79156",927.589194967315,-0.459882282798804,0.145574066785949,-3.15909483709768,0.00158259981778899,0.00378544451916869
"ABHD1|84696",142.99763836104,0.719506657225279,0.227757484726097,3.15909116264856,0.00158261977185346,0.00378544451916869
"HEATR5A|25938",1583.07968715099,0.345977846373519,0.109520217163487,3.15903177818813,0.00158294229078083,0.00378573442428252
"MLL4|9757",2987.23485007059,0.223961081067775,0.0709019955043961,3.15874157665829,0.00158451925523975,0.00378902398204265
"AGBL1|123624",8.51353595884025,-1.80157317611635,0.570396275210896,-3.15845887221168,0.00158605687095831,0.00379221862153477
"CARTPT|9607",302.476914598851,-1.55493916741151,0.492381345203291,-3.15799772383643,0.00158856798270507,0.00379773975524649
"C15orf17|57184",4273.18316552282,0.210516709783501,0.0666656630944011,3.15779818293266,0.00158965568574181,0.00379985701924174
"FRG1|2483",1268.26825891836,-0.173468072144688,0.0549370976767241,-3.15757620042937,0.00159086652416365,0.00380226804612322
"CDC42SE1|56882",6494.5896507913,0.226504896468009,0.0717365622253782,3.15745401565784,0.00159153336242043,0.00380337843186124
"MSH2|4436",1302.88343625807,0.30695138011519,0.0973171212495897,3.15413543037253,0.00160974364558813,0.00384640778339069
"SHB|6461",1837.96834835909,-0.335177347062044,0.1063222919816,-3.15246540321056,0.00161898005388202,0.00386798626772347
